Sample Type,Sample ID,1UR3_01,2UR3_02,3UR3_03,4UR3_04,5UR3_05,6UR3_06,7UR3_07,8UR3_08,1UR3_09,9UR3_10,1UR3_11,2UR3_12,2UR3_13,3UR3_14,3UR3_15,4UR3_16,4UR3_17,5UR3_18,5UR3_19,6UR3_20
HI,HI3,-0.6952105860319481,-0.6387213670521615,1.7443257415293612,0.6285687234177062,-0.8902203539117072,-1.165313031739023,0.7371065521908019,0.8466672536497593,0.37136037210465084,-0.9400585974377127,1.2491900949338017,1.7455455170999428,1.535407533917044,-0.8590272663055775,-1.0462629898598785,-1.0100932586426867,-0.8850527190238048,-0.7045002072785367,0.2536867483040776,-0.27739815986409977
HI,HI4,-0.6787078740726452,-0.6592924330865312,1.9118504887620256,0.9648294440810833,-0.9286407320625987,-1.1936390470253688,0.6076513569080615,0.7715603780835245,0.31902908382510853,-0.9760477215124719,1.2910430352349611,0.4792108017414635,1.9166771564844065,-0.9406543403090885,-0.9972541877662944,-1.0358506571469879,-1.0062487670393052,-0.5661008276700019,0.581008723438175,0.13957611913248164
HI,HI5,-0.7048922076824634,-0.7372702049453711,1.7937464611261942,0.705025599516849,-0.8673210724454697,-0.9938038914377311,0.44799134210540315,0.7996723319778942,-0.04561857907629901,-0.8081021853480487,1.1151754237217888,2.3434793430051255,1.3239421454095264,-0.8680876546176004,-0.9075482606195763,-0.8690763714209333,-0.81282491683509,-0.690500325599941,0.002874941806873794,-0.22686191864112373
HI,HI6,-0.8122817612270707,-0.7337180302538929,1.4003123629132865,0.4368406605153868,-0.8376620087331089,-1.224151952567432,0.4034482628704676,0.8423437045957676,0.4293155174048139,-0.9037484179175104,1.3873590680011287,1.7396141781155992,1.9592020788294793,-0.8206109581002416,-0.9875082184825179,-0.9865316619263144,-0.8463641201655367,-0.6530403442282172,0.12559767293166885,0.08158396742424558
HI,HI7,-0.7227312115694472,-0.6790157648395532,1.3363125557467799,0.4928388111884794,-0.9201784508944274,-1.0613245281297137,1.3066042694574134,0.26143568838986836,0.2810853762811442,-0.8613044318966976,1.0627231304687854,1.9982784410181353,1.8652062878948616,-0.9056705939578781,-1.0139467881029727,-0.8644349578867899,-0.849976688302378,-0.6810752448222748,0.10801851606433671,-0.15284441610766678
HI,HI8,-0.8227875324831866,-0.5942247932975809,1.4912586096138831,0.7715746756230736,-0.6512909346806882,-1.0783240548100552,0.24436557908207157,0.9533817024803493,0.28408151276231974,-0.900479229824787,1.2099492595519532,2.154821112039028,1.5217565862323836,-0.9156609594293258,-1.1078756900594757,-1.0406882231051802,-0.8406093655000147,-0.6481183838891473,0.03219963401050533,-0.06332950431613626
HI,HI9,-0.8037121222343666,-0.6000101093458476,1.7819590479599885,0.7430735052131404,-0.8272524464202113,-1.152393901405854,0.29065505798035357,0.7402073646399518,0.3578171525113626,-0.8902723005806215,1.2457042933339035,2.2126814856447607,1.2725631935916637,-0.7902400856167132,-1.0334146630200973,-0.9595529416629959,-0.8169319622998166,-0.5684985847197143,-0.03131799933081603,-0.17106398423807706
KP,KP1,-0.666350663356727,-0.6798740346818974,3.189930464119035,0.3769609526917015,-0.7284661357448786,-0.8290131519385913,0.07695156968958641,0.0699786919229417,-0.21838923277943928,-0.579697813682328,0.7489626869919785,2.058345686414214,0.6625205064205127,-0.6792490779076152,-0.558045982187286,-0.3404788819324617,-0.6700251896586761,-0.6390620178961602,-0.3409326586865314,-0.25406571779737885
KP,KP10,-0.7049782396938447,-0.69955468803604,2.684382657699833,0.591063058881232,-0.7727592731390129,-0.8905744571028515,0.016776029314363047,0.17394329917394313,-0.0977839646510031,-0.7526487027899388,0.92712635712092,2.2049433119024884,1.14732072422066,-0.6900563805709075,-0.621438239441002,-0.7042856214773556,-0.7528236340123922,-0.6414783314331032,-0.2181868645554227,-0.19898704141056117
KP,KP11,-0.6293972833656676,-0.8434481674251234,2.3407949774097316,0.721862384514236,-0.7235467316612505,-1.0000564349275916,0.3348315671945849,0.1849749131099603,-0.1518296421919978,-0.8361045543616424,0.9276710627872152,2.3993234493177145,1.1304466017274983,-0.7002217890849874,-0.7564221108794925,-0.7140736321428296,-0.7594148161382821,-0.6429818466118596,-0.10708492867496959,-0.1753230185952447
KP,KP12,-0.7611867883556503,-0.7257701415639253,2.4321047265991633,0.3433125806003271,-0.8625315383415401,-0.9726379839193373,0.49551520905269403,0.19333193922128403,-0.15942798684549805,-0.7635963166590868,1.3095272267233506,1.882145563434937,1.5438063377499724,-0.8201087060034283,-0.7143576735307211,-0.5910683650814922,-0.8005082922350685,-0.6172267694613058,-0.19653013678517897,-0.2147928845994941
KP,KP13,-0.7545957613516558,-0.8153550876341241,2.969546558058023,0.5886262835164515,-0.8479720780022008,-0.9201452783679459,0.0724983688761592,-0.049418774652282796,-0.27496831258260984,-0.5852216113032694,1.032958756723186,1.8347273501576986,1.0560374155171806,-0.7349022597535587,-0.4849074397869085,-0.31689841917340505,-0.7333735625189401,-0.7466340467792493,-0.3001547163838891,0.010152615441334382
KP,KP14,-0.7362407920951907,-0.7732032037825681,2.692183276369127,0.619949728121493,-0.7530775859092989,-0.9688675263266147,0.10755144431829636,-0.06815381796872745,-0.2422422116659219,-0.738502580682294,0.9482864343990781,1.7934861813821106,1.651443601608703,-0.7920428506087717,-0.5593849520408593,-0.49977375002536045,-0.7703277892058847,-0.6574756726246521,-0.20044984345071484,-0.05315808981195306
KP,KP15,-0.7285402206974506,-0.7192690011366413,2.3167333478475314,0.36778795961464,-0.6850222050031379,-0.95605990198901,-0.024484489852856412,0.20526558198595302,0.002160544907141886,-0.6905630452112979,1.0032141425034962,2.463152776746932,1.3783840927828006,-0.7589187176322377,-0.6794609036508635,-0.7039792244195415,-0.7452582496274872,-0.6236774876480525,-0.15361763482901408,-0.26784736469090475
KP,KP2,-0.6694232779644796,-0.7101083410678769,2.7151528633032447,0.3998327728104567,-0.6622329571087561,-0.8058563745878959,-0.11528004805754857,-0.026575246686282222,-0.2937678433459092,-0.602605204296398,1.3132216840799098,2.1285747302411786,1.1452159701644746,-0.7649976575331908,-0.33422633978271854,-0.6348562481731536,-0.7179929047113811,-0.7554505513712652,-0.418347894158106,-0.1902771317543031
KP,KP3,-0.6060529068624929,-0.8081243774396161,2.410447670835517,0.527475847051739,-0.8451068241240883,-1.0623037354147857,0.1183111043068113,0.40634852067759464,0.10802942077270594,-0.9027809607161019,1.0399603775276318,1.7484553542842571,1.6922647044408112,-0.836829711681196,-0.8469800235832419,-0.7149132619950538,-0.8241456930777014,-0.6544878063988675,0.06178890373529063,-0.011356602339210684
KP,KP4,-0.6009659196081213,-0.6037737237361123,2.6844164625340627,0.28123422709678425,-0.7320276170809089,-0.8512846453112081,-0.07569981952060494,0.11515650315897139,-0.12085141466227567,-0.7088616131411352,0.529331690348437,2.6957777410456436,0.8067219092173425,-0.6779139446667274,-0.61151754817192,-0.4434590163708302,-0.7218899215819964,-0.6169004634092929,-0.14190481516242184,-0.20558807097768816
KP,KP5,-0.6613314017916413,-0.7127664208187751,2.3765490136015823,0.33106084163416544,-0.7075310052715422,-0.8725080381713475,-0.04028571993167012,0.1073196015361576,-0.15778917414940752,-0.7076529482450334,0.7979739578587507,2.5520936038707305,1.4297206953972326,-0.7759078515392704,-0.5625219042839373,-0.5698899551342013,-0.7261258377611108,-0.6436844979394352,-0.30950039072087765,-0.1472225681403702
KP,KP6,-0.6935446585311293,-0.671700662232291,2.439472093243146,0.41103883799159635,-0.7039165013591232,-0.7941058135289049,-0.0896342734224468,0.07919997657044814,-0.26276002231766266,-0.6619375308045812,0.9694064741982916,2.771792949380129,0.7901055215593581,-0.6977298041843901,-0.5339003765699778,-0.4133697754201596,-0.729271887757638,-0.646565722944407,-0.31656268910192786,-0.2460161347683291
KP,KP7,-0.6564711290449339,-0.7415383559646073,2.5532230627493107,0.367519226058062,-0.7751859766576873,-0.9259837229190317,0.45994346451186363,0.12546327980549535,0.08067070175036124,-0.7023854660977017,0.7849328179349683,2.437243823639592,1.026973125853466,-0.7353311704966474,-0.7420732973274654,-0.5253734342989055,-0.7295581724109894,-0.6835906704753361,-0.2368332734179051,-0.38164483319190473
KP,KP8,-0.6268926330678138,-0.7098098360674925,2.5861715064409094,0.5344789370801832,-0.7897642628541879,-0.9164823927838566,-0.2387208967852306,0.05620171778503792,-0.22835175350727863,-0.6788348061493577,0.9373330916629224,2.4667433837993604,1.049832801545334,-0.7474871947480999,-0.46434350907898664,-0.5231963614616648,-0.7548086382130299,-0.5837888641176832,-0.19892948742186384,-0.16935080205720468
KP,KP9,-0.7119465704139828,-0.6836240805093922,2.76890192002595,0.5165763087199874,-0.7568983958786057,-0.8668476124641565,-0.016782434634594934,0.057938994984268126,-0.12052985265366235,-0.7454225929619996,0.9472442460386384,2.1193128469628073,1.2128423510193114,-0.7297684574862616,-0.6303678827853308,-0.500200713449648,-0.7641999804984079,-0.7010241499180091,-0.21462105453530278,-0.1805828895616061
PR8,PR81,-0.6674787324902832,-0.2919882916394442,1.069174731437497,0.48441792240975684,-0.8169913497855807,-1.0803943220909702,0.6580955635697471,-0.12292246629958274,-0.3043218892661401,-0.971757347489022,0.20849901967198187,0.7856095390983456,2.607220602662706,-0.9338716739905228,-0.9822704856801936,-1.0268815220172722,-0.9022938332755173,-0.32751812598695124,1.5073160085530524,1.1083566526083957
PR8,PR810,-0.6046141892989105,-0.75580223191376,2.169610583293407,0.9738582600640676,-0.7750786297259772,-1.0126828696436128,0.4242529146070519,0.49797986673191147,0.0017573893237103864,-0.971509052087795,1.2343992189927862,1.5163921771502658,1.5281919054668955,-0.7651381619693356,-0.9469114749109505,-1.1403719093415472,-0.9361983877421824,-0.6714489736231842,0.35530089620520855,-0.12198733157805036
PR8,PR811,-0.6577469184725272,-0.45672831496595667,1.0940726530686888,0.7197972062945115,-0.8166467112419832,-1.2343020061603418,0.9933635133455092,0.6235974218399793,-0.058959007079913396,-1.1300955086304683,0.4136572670066473,1.3739955407590811,2.244306905521715,-1.041171801956676,-1.089917015326708,-1.0656837005871718,-0.941575236784411,-0.3781705664856305,1.073146913302143,0.335059366553519
PR8,PR812,-0.6933596444230385,-0.4273633947980795,1.1037405955262285,0.49045009732188066,-0.8839187066626403,-1.082800693792937,0.46860731985413323,0.3563242974965826,-0.2128288064726889,-1.1022857739373824,0.25870934362449977,0.7736518157381415,2.4258303648238306,-0.9766128977484421,-1.029029302569019,-0.9886528323597911,-0.8951858781411226,-0.20580230447628478,1.810087222590455,0.8104391784056783
PR8,PR813,-0.6924638070442223,-0.5137700152240045,1.0100022236981347,0.3572342630984118,-0.8239540373107408,-1.1183181623419132,1.0598400747098682,0.29559768493699695,-0.2882767385397515,-1.0839433537852525,0.5753682188759777,1.011327480660414,2.3793921375771694,-0.967580018757259,-1.098961215353038,-1.0586947130094624,-0.8683976828130652,-0.34308154789726764,1.4061296266403742,0.7625495818786279
PR8,PR814,-0.6436705761620911,-0.4476809668190716,1.4947638241368382,0.603186212261627,-0.8200791408581023,-1.160027337610906,0.6670141400615723,-0.015432325176176665,-0.2838185688527499,-0.9694641990346787,0.2638737603748236,1.6480488882505977,2.3059869540487195,-0.9131240243413599,-0.9511384931240697,-1.021282630327306,-0.919532116214358,-0.4435286642602288,1.0113909730318495,0.5945142906150691
PR8,PR815,-0.7086013997464278,-0.2964938783351495,0.8799564125942947,0.15828328766345798,-0.8963299100676457,-1.1179215022576576,1.0401350329777532,0.35225729573274933,-0.21221947585425777,-1.0190217888398816,0.5561268332008603,1.056329999555214,2.504330315925445,-1.0232353713046738,-1.0119676879800674,-1.0728140584124635,-0.9804232466389785,-0.3168568556945894,1.234221928688956,0.8742440687930646
PR8,PR816,-0.661274284462771,-0.22941243352506197,0.932731885843194,0.27073551014119723,-0.7627357397647794,-1.123107144759041,0.16961865445334587,0.015229245819352954,-0.31846049284476874,-1.0055694851457404,0.36300546597602706,1.5408917374387012,2.4356071750746064,-0.9033505169498031,-0.9435353735437839,-1.06125773951311,-0.925536294245795,-0.3603872044279758,1.4068083187802247,1.1599987156559828
PR8,PR817,-0.6330984730664277,-0.4635989842053396,1.1332374601774804,0.5708177418390853,-0.8230998565991744,-1.1860966447488162,0.48392212245383487,0.31799710682172816,-0.20885111845384552,-1.0849013772955889,0.6102274962676653,1.53613108658085,2.267350595457173,-0.9746506248561666,-0.9984179996292502,-1.0860201593746874,-0.9755738102291132,-0.4098974060140407,1.247848256294135,0.6766745885805074
PR8,PR818,-0.618528263494727,-0.27800354054463594,1.1010416804556358,0.41340743155783255,-0.780270468238021,-1.1469214718288723,0.6229632223203747,0.23558969923780354,-0.09654055184219366,-1.1793566579215138,0.5725208495878145,0.8076847259696703,2.538684608960065,-0.9612559350824312,-1.0620268175895495,-1.0508239118101668,-0.9386135888310196,-0.4029552792567818,1.4941735519531922,0.7292307163975222
PR8,PR819,-0.6834254646854157,-0.322932056593942,1.1171815103373446,0.2901404425623889,-0.8152763489111855,-1.1816131851697076,0.25650072019547504,0.3025683664112896,-0.26104399381261983,-1.052415594276874,0.49575618974207064,1.4697449464580572,2.437783186694423,-0.9179725587447648,-0.9971614898871957,-1.035183688145158,-0.956572673310401,-0.2926053821983613,1.3384623902476618,0.8080646830869161
PR8,PR82,-0.6610783870161561,-0.3883023431162988,0.9570301106560282,0.18348737637639773,-0.8661361564875162,-1.1215179755769382,0.6482880013105815,0.3431527938031726,-0.33263913279361307,-1.001377335080247,0.39996960795581005,1.6403099537879056,2.237985848246326,-0.94133159574592,-1.012924349795989,-1.038324536511764,-0.9623053419944133,-0.4335838020578681,1.3748414360328434,0.9744558280076542
PR8,PR820,-0.5343975918297768,-0.32407739374794003,0.7720122186706525,0.270949972320313,-0.8418766332653489,-1.1072529076222097,1.3813205398018598,0.36631001719193923,-0.21532936540553946,-1.061372777485964,0.6521459544944456,0.7110640395678334,2.6873801172400316,-0.9518837807460844,-1.1123245903304944,-1.026170409455811,-0.9469360434948835,-0.3126881774757528,1.0943230701946547,0.49880374137808453
PR8,PR83,-0.6715556330236296,-0.33668319265620905,0.71236578385692,0.40059129981368224,-0.8301806564521522,-1.0910246951473823,0.17060194695761718,0.36032671510615655,-0.30195607474992825,-0.9786723377646085,0.3063735554415251,1.1360029839962602,2.4909043464666745,-0.9378737005460891,-1.0261141837073975,-1.018068850832064,-0.9369063107801883,-0.2835315902521544,1.6863835940917895,1.149017000181173
PR8,PR84,-0.6732494604307416,-0.4609776771428547,0.7970644693744795,0.2442228097607929,-0.8264026487381729,-1.0794519028661167,1.326968870815356,0.32018029251813246,-0.3198067741273534,-1.0420501316030992,0.5597353653525369,0.7687979886848931,2.6937501074415233,-0.8962546154890594,-1.0305777608240916,-0.9991255047473985,-0.8995328428898758,-0.23172762568191244,1.2766998395730238,0.4717372010199394
PR8,PR85,-0.6709451635368567,-0.31608572997202833,1.0013506604983262,0.1624996265126965,-0.8169649764921142,-1.0924200064644212,0.15184913085767532,0.0930651940572857,-0.3436265923212212,-1.0101270806647131,0.29584991997127835,1.4507847841419224,2.512789711526536,-0.9518048587951278,-0.9230768726839731,-1.026609633217364,-0.862570040593628,-0.20174365422350965,1.4173585301708405,1.1304270512283972
PR8,PR86,-0.5527156704136796,-0.16286609678983946,0.7046653574248484,0.3205809259417625,-0.8482658668222248,-1.0225822609345037,1.4684342562289832,0.7516061435564351,-0.2833244573705189,-1.231795683863401,0.4875913321531323,0.45157088162585124,2.50051082712491,-0.9807215901242959,-1.07558737593419,-0.8685674484067005,-1.0564770591264316,-0.2669132884707107,1.4820558969894064,0.18280117721115888
PR8,PR87,-0.5987276985937205,-0.2181205989469762,1.0002711004131277,0.34907004091224847,-0.9170332629811079,-1.1866825478941048,1.0789510306779775,0.3654739352150135,-0.2041330990482982,-1.167168122434289,0.6629741144044393,1.232737812731294,2.3229066814787114,-0.9638338272150871,-1.106945852610165,-1.0891162021690346,-0.9626189094084714,-0.31769221199492154,1.2591900646744927,0.46049755278887067
PR8,PR88,-0.24513877842278667,-0.02963071831591864,0.183056426746653,0.17203546111342902,-0.8475609449480243,-1.0469172915174003,2.1244623415871278,1.0339940198281514,-0.2265978000889651,-1.2331568140916287,0.843480485850531,0.6582059717495717,1.9521320612350288,-1.0045779427869614,-1.1322316512519877,-0.8780923270416516,-0.9689071422682788,-0.4292040154259672,1.3083314939670236,-0.23368283591794298
PVM,PVM1,-0.6850581985260666,-0.5852355056032347,2.1607381165852626,1.1925484141942198,-0.783903519193119,-1.0732304742907302,1.463178179639678,0.1410725569138265,-0.017416470508802462,-0.9834833044438975,0.6808357808128686,0.6742085313793925,1.8651650376992868,-0.8207665150746353,-0.9741250964758736,-1.017654433663749,-0.8825895972720623,-0.5771120705986674,0.1841765559257843,0.038652012500519244
PVM,PVM10,-0.6411805358393603,-0.37495606649588353,0.3423938390666267,0.07839387543522737,-0.8539129825132197,-0.9914401863675449,1.8196251161408628,0.36530807653279934,-0.12396824801283166,-1.0933968975859696,0.8873638598838358,0.46303813604067195,2.740936591400905,-0.96072673567564,-0.9537243269252854,-0.8756042847034803,-0.8863499912424786,-0.2771761984839359,0.8792835338936784,0.45609342545101955
PVM,PVM11,-0.6741419785302178,-0.4802141359746714,0.7433311645890555,0.23547667745404857,-0.9552840603919751,-0.9705048445916421,2.175625338822171,0.4565684599262629,0.0020021413283187327,-0.9734903386438369,0.8508258828107124,0.5154304443377233,2.4834231940885765,-0.8296303293976046,-0.904888764533776,-0.9629856159324921,-0.8968902242152503,-0.5363233913975826,0.4586283733772973,0.26304200687488427
PVM,PVM12,-0.6607680389406733,-0.36753406606114813,0.6636745120093506,0.19675740053011975,-0.8327467730778658,-1.0184425506827435,1.1758072192033737,0.18911866591450702,-0.1846654900844945,-1.040183120060957,0.6277918946117076,1.184741053354856,2.829923411358736,-0.9351413390407443,-0.994471847043701,-0.9722394797191495,-0.9027358225974907,-0.35572154465038097,0.97419414557546,0.4226417694012404
