Sample Type,Sample ID,1UR3_01,2UR3_02,3UR3_03,4UR3_04,5UR3_05,6UR3_06,7UR3_07,8UR3_08,1UR3_09,9UR3_10,1UR3_11,2UR3_12,2UR3_13,3UR3_14,3UR3_15,4UR3_16,4UR3_17,5UR3_18,5UR3_19,6UR3_20
Bac Con,CB1,0.0019062169319162925,0.001603385914646955,0.0057115691397758225,0.004715882588331425,0.0019171330601340868,0.0009795754684861176,0.00393549830069092,0.006349765802692239,0.004459124827528323,0.0012017070114148471,0.006529692897030702,0.009915173020495388,0.004015941408602319,0.0013752846516330891,0.0012517840063492273,0.0009594241271217177,0.001731004106145889,0.0019118916803673206,0.0023348715640697766,0.0016580838670860745
Bac Con,CB10,0.0006548674865450646,0.0006580102893558443,0.0016773098392116137,0.0013085952780455446,0.000614640431293099,0.0003516266462431275,0.0017354346863843618,0.001980152120071843,0.0013530550903284994,0.0005482192530223858,0.002128395989338149,0.0025321451462365823,0.0018500195170426895,0.0005419700852253188,0.0004574420634776432,0.0005450057884920458,0.0005779841243493634,0.0007767100368310517,0.0010028612723589918,0.0007098505480140649
Bac Con,CB11,0.00033040879542847577,0.00037703226197485914,0.0008823328345416167,0.0006641799659915433,0.0002847984623773369,0.00016256670354210871,0.000821246382131877,0.0009769670516028945,0.0006781432839506222,0.0002644132736742043,0.0010262949391115965,0.0016851664921838086,0.0007067529966250747,0.00035564912583524623,0.00019157476039777493,0.00020829733330198313,0.0003005872863261674,0.00033041519083012685,0.00040747357162698104,0.00030597397184894173
Bac Con,CB12,0.0010681867729273233,0.0009502646748700815,0.0026339439546231424,0.0017842499040147247,0.0008207257119745123,0.0005463184580866244,0.001721243816704194,0.002705522731107816,0.002226097846208737,0.0008044080829526619,0.002859054894145158,0.003968394302287349,0.002201644100281788,0.0009411187804492261,0.0007322320369876959,0.0005231355215958778,0.0009016567415073616,0.0007452511052295652,0.0013629622673663145,0.0009402225059668565
Bac Con,CB13,0.0016317961092288927,0.0014312141047810004,0.005496112736692565,0.0036962027197409175,0.001500295138743337,0.0006885590547040223,0.002554226918358099,0.0043036271303108385,0.0038327278652395243,0.0012218451218287062,0.0042992332385899884,0.007614573590997089,0.0036600213067016687,0.0014783810868400167,0.0009538763982657642,0.0010823984067946763,0.0011740092696422174,0.001269434004855667,0.0021400325272852598,0.0014923513552652463
Bac Con,CB14,0.0010057256503131406,0.0008449421311339819,0.002604237748512156,0.0017365265407512608,0.0008631470382983876,0.0004107030973558646,0.0016699996701212887,0.0026153511749811157,0.0022641752101754224,0.0007260415274578575,0.0022269930747891077,0.0038449328673427854,0.0021655090358324545,0.0008147678243760473,0.0005770200532390863,0.000646840324230885,0.0006129885056087237,0.000849927273417634,0.0012376091988461602,0.0007710718018365955
Bac Con,CB15,0.0003826878326468472,0.00039699643367692525,0.0009402709702064547,0.0006202630792361064,0.0003809238904322028,0.00022640208082233716,0.0005181108891107501,0.0011707833940063136,0.0006988759144094547,0.000287578842308008,0.0011098485242305436,0.0014905398110665726,0.0005314071364470098,0.00032509956506458743,0.00019126592132789774,0.0002885538951735852,0.0003613874102660749,0.0003822061105127528,0.00039942615452363914,0.00039288677794230867
Bac Con,CB2,0.0018316121087009142,0.0014603241386579172,0.0044591560868417895,0.0035357686056810447,0.0014066479965152237,0.0006694090712401792,0.003851907349877601,0.005481225105182476,0.0042691964814801035,0.0012425808381740762,0.005025782720666531,0.008237235885137448,0.00445479622345478,0.0014401099042901464,0.0013209018289193524,0.0008949867762527475,0.0012332726210685387,0.0017268727585146519,0.0024069487032929984,0.0016442936644937803
Bac Con,CB3,0.0012107129375257828,0.0012736712806525293,0.00417130235257524,0.0029420684903263385,0.0010570666211474978,0.0005500680533846067,0.0022837620301035745,0.004113063257162936,0.0028251200245651286,0.0011983681928752717,0.0038624953919014333,0.006311284498403877,0.0031940551753830747,0.00109828595425586,0.001010247987279071,0.0008984550525687712,0.0010668228736803334,0.0013823934385839107,0.00174988681897808,0.0014940538062816406
Bac Con,CB4,0.0014284394278927714,0.001404715215334817,0.004042697481004576,0.0028701743870169845,0.001389227207053002,0.000707890885956741,0.0029176849034949445,0.004083956695186923,0.0029770090417665282,0.0013012424031049192,0.0044301463747201736,0.0062224861735398675,0.0031077287871637497,0.0011946679089927905,0.001016356733542936,0.0009797736668281972,0.0012299601576821536,0.0013616098748291344,0.0019290199163577355,0.0012567545288148716
Bac Con,CB5,0.0010147692110744045,0.000986657083087406,0.0032058764817879323,0.0018815503970508183,0.0008960244442308455,0.0005325157249416175,0.0017294936246894034,0.002777264429169549,0.0023195461556816195,0.0007865362481761629,0.0025276379754909854,0.005299369743998013,0.002813518150272704,0.000765776289451151,0.0006939227002183911,0.0005068521858535192,0.000854476131257892,0.0007479322991181874,0.001522675323087474,0.0011900811237791566
