Name,ADAM8,ADAM12,ADAM28,F2,FAP,HAT,HGFAC,KLK6,KLK8,MMP1,MMP3,MMP7,MMP10,MMP12,MMP13,MMP17,PCSK1,PRSS1,PRSS2,PRSS3,TMPRSS11E,PLAU
S34,0.80126327,1.015950935,0.985270084,0.9783589640000001,1.006627133,2.9556568860000003,0.983856768,1.297872643,1.093921097,1.012912785,0.995695755,0.996628277,1.018105541,0.99137651,0.975369665,0.9270439559999999,1.01999398,2.597917173,2.222939434,1.174278956,1.026330118,1.290818596
S4,0.9663583509999999,0.976444768,1.2090549959999999,3.9582033130000003,6.568289474,5.226117006,0.9950122020000001,1.727010709,1.243044319,1.754502416,1.3578856780000002,1.89804294,1.771937488,3.052200787,6.956154141,1.433812163,1.0447161390000002,4.089680811,2.6850752989999997,4.62446665,1.0530565790000002,0.9984934529999999
S35,0.805232075,1.003484058,0.968027964,1.04487432,1.050323658,2.519064295,0.90431148,2.077503074,1.7822200469999998,0.994946295,0.973061987,0.986974928,0.9910554559999999,1.0124819999999999,0.992823225,0.963640064,1.0587320009999999,1.326016794,1.435870732,2.397401987,0.982116161,0.979156125
S36,0.788034433,1.004960045,1.005581254,0.99739304,1.014374666,0.9824105259999999,0.922082403,0.979588534,1.021079417,1.011357176,1.20722129,0.993231358,1.676792552,1.43243908,3.489974485,0.9502002140000001,1.014128311,1.096567811,1.15942219,1.023745153,1.025432624,1.019778719
S37,0.92909251,0.9672670179999999,1.031436847,1.005628668,0.9771241509999999,1.011887607,0.961116619,1.00063821,0.9744437709999999,0.988270632,1.001215374,1.036002146,1.018310742,1.0695250029999999,1.014329315,1.118148174,1.030340876,0.993838752,0.991408915,1.015995725,0.9695694309999999,0.974069305
S38,0.973835419,0.98266236,1.013598569,1.803212839,0.989009758,2.8275405510000002,0.992004895,2.849480168,2.0706241000000003,0.969303496,0.952088134,1.000186185,1.009214096,1.008311224,1.019194121,0.929049534,1.169907899,1.4952223119999999,1.7592152030000001,1.995748289,1.140692128,1.005694992
S39,0.91547876,0.994827351,1.01244233,0.9977643359999999,0.997934979,1.1827421390000001,0.9860888859999999,1.3611145169999999,0.9646215929999999,1.007270289,0.980816155,0.9874657240000001,0.997908186,0.9745229540000001,0.992222928,0.9834161640000001,0.984770818,3.630755878,3.7176144719999997,1.419017675,1.018023605,1.02484488
S40,0.915784884,0.981060943,1.022722746,0.9672598929999999,1.2527309,1.759657391,0.9651626259999999,1.5310679319999998,1.006411779,0.9954471559999999,0.9783600290000001,0.996869192,1.010600295,0.9783481959999999,0.9638424240000001,0.956449604,0.9825901140000001,1.454478494,1.599535198,3.156154626,1.051248202,0.9720355959999999
S41,0.8508518709999999,1.010323225,1.008692261,1.001757238,1.069073665,1.15285676,0.897995805,1.111580059,1.0352822,0.98802596,0.993888294,0.982708013,0.996445202,0.989394543,0.9648030879999999,1.025094817,1.009149319,3.1687980739999997,2.786953985,1.802649935,0.9861803709999999,0.985871763
S42,1.4000568569999998,1.024114791,1.014100195,1.022814926,0.991546658,3.24730867,3.878864405,1.360712355,3.5048857939999998,1.01477515,0.992470486,1.007292555,1.0171235090000001,0.9821213590000001,0.984998684,0.985906737,1.018059219,2.7781622319999997,2.9660075889999997,1.3464948209999998,1.236045918,0.983553392
S5,0.839397332,0.9667515440000001,0.9812529109999999,0.968701437,1.00849965,1.528782506,0.927349377,1.137473229,0.987030812,0.944878115,0.9410741140000001,0.9752313570000001,1.038800027,1.0106313359999999,0.9826237879999999,0.9025368359999999,0.994695522,1.688039492,1.7797970369999998,1.661802466,1.065393786,0.978606854
S43,1.003044422,1.012750545,1.039262718,0.9908899309999999,0.9860363000000001,0.980932905,0.984520539,0.987299465,1.010775489,1.003117471,1.080054275,1.1849489309999999,1.0689749179999999,1.251288665,1.103295247,1.206883408,0.994953379,1.014779762,1.005556586,1.009172298,1.023848762,0.9920687309999999
S44,0.882424674,1.019287826,1.004054603,0.978992658,0.9950983459999999,1.044400524,0.9535652720000001,1.202586277,0.997228758,1.014338307,1.00089277,0.999461872,1.000449409,1.0322434040000001,1.0232042129999999,0.930092589,0.985747915,2.240303258,1.896220819,1.466061764,1.0028343309999999,0.9945913609999999
S45,0.8983885140000001,0.983807111,1.0105279109999998,1.005518326,0.9916936670000001,1.371915505,0.9675304090000001,1.108072256,1.118955371,1.020882427,0.963978091,0.993310303,0.9963986290000001,1.0923757,0.9903286720000001,0.986420862,1.018849862,1.806555409,1.741095246,1.170215264,1.002266246,0.9889075629999999
S46,1.013337451,1.0043886309999999,1.007697947,0.9932779190000001,1.021396845,1.036821162,1.109670827,1.0566107820000001,1.032309265,1.020335374,0.9801764629999999,1.0125757579999999,1.02409796,1.104361248,1.6361705469999999,0.9572415320000001,1.017600635,1.681628823,2.145234068,1.102276283,1.019688497,0.993039909
S47,1.096034149,0.9724596390000001,1.3586307080000002,0.98589683,1.0089992140000001,1.00918655,2.82802268,1.086871417,1.0609495979999999,1.039480532,1.253659146,2.253259926,1.095162375,2.5696459959999998,3.662180027,1.381326219,1.003153202,3.163025295,3.471192111,1.478950559,0.971759472,0.978657634
S48,0.852980385,0.989649855,0.9858193759999999,0.982727164,4.307501607,2.095174611,0.9687586159999999,1.226518215,0.9723954859999999,1.007082084,0.9606181429999999,0.9886982009999999,0.9866977720000001,0.976259987,0.9581058140000001,0.9740643440000001,0.99490015,1.509595104,1.509864813,1.55169066,0.985413595,0.999002974
S49,0.861095093,1.008268608,1.0136361740000002,1.553143925,1.027004775,2.425338687,0.932472565,1.140711772,3.94830969,0.969535213,0.9692379879999999,1.003152969,0.987429854,0.9790351209999999,0.990715586,0.9092260120000001,1.007012279,2.3709338,2.454776692,2.650827949,1.1777160979999999,0.9797516620000001
S50,1.033295447,1.00958779,1.01835814,1.044848889,5.703316973,1.049656654,2.36580313,1.214685952,1.061532097,0.966862597,0.9772922209999999,1.09105186,0.9769029579999999,1.0636872590000002,1.013320837,0.96351324,1.4582397169999999,2.356941019,2.120912768,1.3324066209999998,1.080556933,1.000067034
S51,0.967979952,1.009757542,0.986313159,0.9854853159999999,1.486952765,1.0407384579999999,2.003825994,1.067413613,1.038425161,0.9789966940000001,0.98500105,1.041157872,0.9901473120000001,0.994316364,3.748005632,0.95061304,0.993257471,4.070475318,4.143856704,1.980601588,1.0273363000000002,1.019448593
S55,0.896825916,1.008999969,1.0109607729999999,1.060874705,1.0537020559999999,2.323781946,0.992379197,2.5068516869999997,1.2298042,1.031279619,1.15411999,0.9970387140000001,1.033687268,1.4698528690000001,2.175428216,1.150981216,1.006012327,1.749313611,1.580012035,2.249194433,1.028107136,1.012725695
S56,0.994267537,0.974419604,1.062327745,1.19556371,1.001090588,2.01077384,1.001728223,1.4334802759999998,1.050173382,1.008054099,1.018977942,1.149133252,1.0525713209999998,1.186698923,1.072055666,1.034103052,1.026122617,1.463307972,1.451674595,1.950232863,1.070771726,1.000207342
S57,0.842842071,0.986893618,1.030864301,1.048800938,4.157713085,2.872114543,0.9390970590000001,2.138652519,1.151586258,1.040171735,1.2173750209999998,1.180624073,1.3488849440000001,2.026610365,2.538116639,1.070952098,1.018704018,1.798306935,1.9270114569999999,4.013464427,1.0124888890000001,0.9821971340000001
S58,0.826958187,1.0274318690000002,0.99832556,0.9810388790000001,0.97803442,2.788864247,1.0335168270000001,1.175063894,1.0095362970000001,0.9466806720000001,0.992148287,0.9930505059999999,0.9781237079999999,0.9541902809999999,1.0110181999999999,0.97225494,1.082278562,1.581163789,1.57670661,2.932725097,1.071818067,0.988432035
S59,0.9057675609999999,1.0030782459999998,0.987520672,0.991476748,1.4250890040000002,1.024124964,1.010979473,1.013116858,0.99680209,0.987300427,0.9983444779999999,0.991312465,0.9920067509999999,0.965113801,0.983885817,0.9465626559999999,0.998737639,1.017914797,0.991683236,1.001851727,1.040088886,1.010699505
S61,1.125705957,0.999573377,1.0141101559999999,1.006838248,1.005881669,1.6044654859999998,2.5594885880000002,1.1842295040000002,1.8507466190000001,1.002853792,1.024134698,0.9930586240000001,1.031628788,1.014419483,1.0029943270000001,0.998866279,1.016373914,2.064097425,2.1180259059999997,2.727863352,1.074232894,1.004428904
S62,0.896514452,0.99711907,0.9821896990000001,1.012129795,0.990707838,1.0134409070000001,0.922421718,1.017796301,0.9813145000000001,1.000789798,1.01144329,1.001227468,1.0213957040000001,0.989630392,1.258135717,0.919247657,1.027188784,1.0035164890000001,1.001497797,1.014929213,0.989795918,0.985714286
S6,0.9918942279999999,0.978484226,0.987547438,1.0094979720000001,0.9800377,2.855615634,1.0235769559999999,1.54242897,1.5433390809999998,0.9805937920000001,0.968387516,0.932968004,0.96283822,0.9604412640000001,1.009677177,0.988042443,1.028983241,2.197470346,2.3112889930000002,1.928150407,1.048554936,1.009506127
S63,1.174579034,1.061377582,1.066561136,1.8500395369999998,1.001455526,2.087170316,2.586840933,1.27882673,2.7152484919999997,0.988518494,1.0652337790000002,1.1605565979999999,1.0285587999999999,1.125935543,1.025346244,1.378192585,0.99781861,2.202536599,2.4564992,2.5756318780000003,1.030411721,1.005656516
S64,0.8592866109999999,0.978540552,0.980645062,0.974740232,1.014837849,1.0024079190000001,0.9516488790000001,0.9977344370000001,0.9834972209999999,0.994491525,1.022475272,0.977088783,1.03050647,1.069869192,1.100998272,0.947287037,1.009342162,0.974088895,0.9673645270000001,0.998141589,1.0075459,0.997686638
S65,1.005889326,1.005754799,1.022686555,1.033120026,1.043057759,1.299499318,2.350845045,1.09291465,1.2505570959999999,0.977794155,1.021294876,1.041851122,1.015564522,0.957803291,0.9841611309999999,0.9393873540000001,1.022290804,2.036459532,2.030713224,1.6034053380000002,1.01731235,0.9794359779999999
S66,1.052777789,0.9813790029999999,1.029258027,0.999247783,1.007920184,1.0425787640000002,2.33819119,1.018416935,1.038434471,0.977217873,1.0291522770000001,0.983223845,0.980879244,0.928392985,1.011399342,0.973671855,1.0078406340000001,2.311393022,2.146347603,1.913087613,1.00895568,0.978464818
S67,1.0741435529999999,1.0159004090000001,0.992513324,1.0225764370000001,1.03452039,1.670781847,2.767095364,1.127724958,1.1611346359999999,1.0027102490000002,0.9808550890000001,0.9796961909999999,1.007826388,0.945056362,0.976202285,1.049905739,1.028267681,2.003918277,2.0371748,3.069162737,1.030917557,0.961255265
S68,0.92121019,1.025095691,1.0050352390000001,1.036396927,1.018209552,2.4843879490000003,0.993784142,1.0576031190000001,0.982653696,0.972447525,1.0294644990000001,1.008331841,1.023282203,1.095299948,0.999991576,1.120562363,1.00109956,2.507092468,2.2601491719999998,3.7754337380000003,1.149153328,0.992003273
S69,1.179870126,0.998346805,0.999121991,0.998943795,1.013952377,1.058754424,2.7320490530000003,1.1278095670000001,1.0280509759999998,1.009814728,1.015757793,1.00203972,0.99990746,0.997554433,1.038021128,0.955570397,0.991606557,2.94607106,2.542203582,2.613520287,1.038674739,1.001815704
S71,0.8770160109999999,1.040454773,0.9515715109999999,0.989919827,5.143305291,0.9999616920000001,0.967864635,1.045870469,1.020520643,1.280131961,1.065671911,1.027971035,1.054466134,1.606815087,4.728500036,0.9635498029999999,0.996979941,1.018243744,0.9682777929999999,1.001847746,0.987333578,0.983156765
S7,0.961161003,0.94518108,0.9595787090000001,1.018220191,4.969726712,2.335868294,0.989678583,1.102589968,0.980483405,0.968538479,1.178895847,1.009822132,1.321417806,1.570155508,5.032783735,1.013593947,1.003103783,2.440913949,2.240289275,2.9271890330000003,1.192066096,1.007978723
S72,0.990108773,0.9992586929999999,2.692183661,1.008952506,4.078704977,1.012547353,0.974274201,0.986054367,1.016936804,1.7909153580000001,2.845638526,4.015632031,4.705212949,4.351505335,5.092198058,1.869511978,0.9891789809999999,0.9994090720000001,0.99378184,0.998288945,0.999960203,0.987944664
S73,1.025271308,0.9928181140000001,0.973762582,1.3516254369999998,4.566413569,2.277020585,3.3806071319999997,1.2729182209999998,1.8377006059999998,1.046947826,1.116029693,0.99580554,0.9945327359999999,1.100408141,5.891546851,0.9892368490000001,1.0308802670000001,3.12170147,3.3300432,5.113545201,1.062829272,0.950219354
S74,0.839613845,1.024057429,1.003284972,3.738624254,1.035357017,4.7286076480000006,0.906071381,2.117949222,1.1014909590000002,0.9844845179999999,0.9925070659999999,0.9927085999999999,0.996310432,0.9589537140000001,0.9848344379999999,0.9976022179999999,1.0691810590000002,2.513976253,2.325898618,3.8942699660000004,1.0859048629999999,0.97444783
S75,1.0778518240000001,0.997474283,1.014355852,0.9793996509999999,0.9814866729999999,1.054525598,3.176136442,1.153337085,1.107496364,1.011877638,0.991149906,0.9932346540000001,1.002572216,0.980144282,1.001566627,1.022304737,0.996969643,3.7802903660000005,4.25261234,1.204307461,1.032768004,0.96798255
S76,0.8555817379999999,1.018769332,1.06122715,1.019398206,8.104168031,1.253660131,0.9613377909999999,1.348275191,1.070320181,1.437448627,1.46878655,1.117816092,1.3440879430000001,1.581382765,7.754276316,1.0057944109999999,1.0357526879999999,1.6920642330000002,1.7927471999999998,5.413985205,1.039839146,0.976720648
S77,0.9634944459999999,0.997771085,1.057871564,0.99442584,0.9721639790000001,1.030038086,0.92182305,1.034434218,1.028926147,1.334866917,4.052345759,1.320855673,2.69639441,4.767363388,7.130757983,1.514796194,1.002645896,1.0349132140000001,0.9968750590000001,0.9911833040000001,1.0066456,0.998398833
S8,0.846245328,1.013737248,1.2715329770000001,1.009893126,6.582773166,2.0749742469999997,0.96073754,1.989512472,1.134982221,1.520713803,1.325029709,2.130972011,1.494879227,3.105904405,6.863296022,1.11098084,0.998701921,1.81075448,1.737647353,4.316541948999999,0.952782279,0.989445288
