Name,ADAM12,ADAMTS1,CTSD,CTSK,CTSZ,FAP,FURIN,GZMA,GZMK,HTRA1,KLK11,MMP1,MMP12,MMP13,MMP14,MMP15,MMP19,MMP2,MMP7,MMP9,PCSK1,PCSK2,PLAT,PLAU,PRSS8,F2
S127,2.79077528,0.8476272309999999,44.97485387,97.16426262,1.2433218240000001,2.3136844830000003,0.998391774,58.73209594,1.885750601,6.627810274,50.2585946,4.479056262,12.76096864,24.61181022,20.33145167,15.94693745,3.558414804,1.7603726690000001,6.480638995,2.534684405,1.072024549,1.3737161340000001,2.713392672,18.41655851,1.151279131,0.5018289920000001
S128,1.454782011,0.962102467,12.815703,2.8524944189999997,1.1358945809999998,1.038422338,0.968486197,0.996275716,1.166535389,0.994812824,9.728908459,1.5279780459999999,3.082731437,6.843416251,1.6126864669999998,4.264459502,1.6025784319999998,1.010568539,1.825000587,1.270483657,0.937249342,0.972319939,0.986313599,1.005876987,0.985928806,0.870195495
S129,4.979807045,1.6930855619999998,1.427369879,35.91824116,1.063824243,3.2187847069999997,0.97461273,0.985437287,1.10869953,1.180050909,42.56333989,1.999144885,12.09714745,13.86036408,3.7601119410000003,5.3748133529999995,1.50325513,1.660206495,28.52821138,4.284842672,1.002474925,0.898224782,1.050164855,0.988115181,0.973873835,0.623371903
S130,1.794020572,1.05998268,1.1564370590000002,35.42522727,0.966587022,3.713829758,1.065343624,1.107931676,1.129946918,1.012028823,27.10996027,4.724070696,4.978647636,35.32301262,1.6595944790000001,1.5485426409999998,1.8671262169999998,1.632275712,6.192929267,8.217977998,4.207744535,1.026781892,0.988600832,1.350741432,1.057951922,0.674300465
S131,7.349201485,1.5642250119999999,11.924783900000001,14.21395656,1.222075235,126.8399065,0.974685447,0.988052248,1.145927999,3.27080814,16.3590784,11.51543643,20.33554934,171.94410980000004,4.49298353,2.735383763,2.343837654,2.394342329,5.2877205389999995,10.71193858,0.939983473,1.003766896,0.9517986420000001,0.973603083,0.9874875809999999,1.025877801
S132,6.964051822,1.455300442,16.06465415,25.46395617,1.176515212,3.538846987,1.2832508440000001,4.052429398999999,2.912721644,7.660384393999999,24.27763421,2.811944122,6.534385674,12.32426328,5.538437355,1.6081047990000001,1.7831846000000002,1.768760388,2.6939055169999997,4.053079939,4.7723344260000005,0.987124109,2.903257535,4.046384022,1.23735533,1.1871755259999999
S133,1.26905668,0.901960636,1.3869151730000002,2.517228738,1.127154852,1.156692192,0.978219391,1.9081794909999998,1.077321489,0.9613373009999999,4.493743118,1.9547885269999998,1.584085495,1.1320984729999999,1.740116798,1.509158559,1.660751859,1.012962425,0.8013984000000001,1.178623329,1.982545339,1.090429795,0.960966324,3.311092425,0.9806354079999999,0.82368769
S38,1.02966433,0.8183709140000001,0.90812354,1.153577369,1.219576264,1.00883749,0.952932852,1.001159895,1.03631875,0.966055882,1.026562703,1.043482874,1.1174941170000001,0.855311917,0.98196875,1.079134523,0.8863387629999999,0.95671585,1.023086075,0.883038227,0.849323128,1.078434694,0.9480221670000001,0.998787883,0.971807383,0.8750732809999999
S71,1.0582764059999998,0.8127777890000001,1.080899227,18.97305247,1.116591216,8.735119533999999,0.954720329,0.9992144000000001,0.99967194,0.9356504720000001,5.215049583,8.169686992,2.807412186,31.15134927,5.299261057,2.715200723,1.1882208890000001,1.8593864690000002,1.245769228,4.89047359,0.982496996,0.917655571,0.939878825,0.9776240540000001,0.9879669440000001,0.6592653079999999
S137,1.031931254,0.7955731070000001,1.131695554,2.738229932,1.411979719,0.8792757640000001,0.997004088,1.040861271,1.147630929,0.9795413040000001,1.141920425,1.098666533,1.046430894,0.7549419470000001,1.235169522,0.9450996859999999,0.87882862,0.7993395740000001,0.8105748070000001,0.8974304790000001,0.997507237,0.9674817370000001,2.688995475,1.097897634,1.016473509,2.403559814
S13,1.134895885,0.901089204,1.159691355,2.7275057780000003,1.08215332,0.908577667,0.9654619440000001,2.278809438,1.015838059,0.9398200440000001,1.2857561770000001,1.086154136,1.396975606,1.049126791,1.070410312,1.024522,0.972241618,0.8139292379999999,0.9469756340000001,0.9449240090000001,3.011801993,1.18824298,0.897034845,0.997473953,1.089500717,1.89147025
S79,1.251939584,0.847004126,1.555414048,12.1987727,0.9652890959999999,7.095626123,0.9628653420000001,1.045930682,0.991030063,0.9829321109999999,5.291820341,2.001810569,2.5010354980000002,40.81875139,4.90929704,4.7907737930000005,1.108929145,1.4229878230000002,2.564119862,14.832082399999999,0.986775489,1.005355518,0.897376759,1.000987646,0.9632063540000001,0.877633285
S135,1.438903775,1.01867359,1.141702752,9.669932705,1.135514438,22.598085,0.9569894,0.960792214,1.123099853,0.939610385,6.645941841,5.980377375,4.0560905410000005,35.85284327,4.309106677,2.346084975,1.145985662,2.054864977,1.302076246,4.194359843,1.00309353,0.889898671,0.887260815,0.9867290679999999,0.948435974,0.888164611
S72,1.11857812,1.022011976,1.9277862559999999,6.022765228,1.06991891,4.702871267,0.9965562,1.0417745809999999,1.078463365,1.105742307,4.562066826000001,5.121422873999999,4.478139561,9.419620829,7.091938082,6.009592456,1.152948255,1.303282789,7.465977648,1.749983417,0.983328017,0.9875296990000001,1.036779631,0.989663636,0.975759722,0.8373142570000001
S4,1.9609367819999999,1.16620758,1.93535239,22.32017248,1.351403696,22.34570784,0.959522784,32.95409115,2.168237738,0.9616359409999999,6.1815736910000005,17.38749117,7.577036443,45.83842777,21.97902953,13.7671565,1.257947614,2.9515051910000003,10.26927972,12.39827539,1.111793899,1.052350828,0.956904267,1.008846394,0.99762403,7.586329672000001
S73,1.552265455,0.9313713779999999,1.229482155,4.36148909,1.158054827,7.638285385,0.979853346,3.009071462,1.1159269459999999,0.965932272,1.2801594059999999,1.599616596,1.8838569630000002,13.44878394,4.532524569,1.205951845,1.065635444,1.759282704,1.09501439,5.45984074,1.135178733,0.9317357,0.944957445,1.016164158,0.982848993,1.115343303
S136,1.192425509,0.787180654,1.089861925,14.02215393,1.5270939959999998,0.932776852,0.93916561,1.146116596,1.12404977,0.9385926840000001,1.036050395,1.116643437,1.083024349,0.767167877,1.117072495,0.894593517,0.9244466440000001,0.937884155,0.8425852509999999,1.045356121,0.975800158,1.036931474,18.66353388,1.666161465,1.171196245,11.5372477
S74,1.027519792,0.8201131079999999,1.0358935329999999,4.9192168380000005,1.426488658,0.83413004,0.9649150740000001,1.136017428,1.130594697,0.940485327,1.1156976109999999,0.920492477,1.051080339,0.796938283,1.002728331,0.939018638,1.008465483,0.8840068109999999,0.8616470940000001,0.864188865,1.069599089,0.898074685,10.98540797,1.243595767,1.117881915,4.4694010760000005
S80,2.1130933219999997,0.9537912209999999,1.574466972,1.0678633990000002,1.074315405,1.4721252790000001,0.9547838329999999,0.999688239,1.139008781,0.950329878,1.124386582,2.899065563,2.009690306,1.9546380680000002,1.528530137,1.157648635,1.142085575,1.07515629,1.012322932,1.602167106,0.994726743,1.02922947,0.89886624,0.9622917999999999,1.007637162,0.869204625
S87,1.5041432019999998,1.084510685,1.01833828,2.264797674,1.17832919,1.2631455059999999,0.955846317,0.989950571,1.1506970909999998,0.9998913159999999,19.81855908,2.770749823,1.341395369,1.264181558,2.388530506,1.153132983,1.043904276,1.1846453940000001,2.916901255,1.236827615,1.0773185790000002,1.081282785,0.941442514,1.027808599,1.0147652,1.023351117
S88,2.211065032,1.1401537179999999,1.835010925,1.831854185,1.039560749,1.644324066,0.967530927,0.9907037340000001,1.128149348,0.971064617,6.335934779,1.2105893209999998,1.938381413,1.116946165,1.7252753319999998,1.038261944,1.1117439679999999,0.982813113,1.5078478169999998,1.843847465,0.920934688,1.24549315,0.921871839,1.000374212,0.9555790559999999,0.8833974240000001
S89,2.15311803,0.909477828,1.047092645,1.965660309,0.8679048359999999,1.9896752030000002,0.946178512,0.991323347,0.8698549520000001,0.854527612,4.363234887,1.699768315,2.812904006,1.32971905,1.364024835,0.71070142,1.2509503370000001,0.918444901,0.825808807,1.949130877,0.9160260029999999,1.082542181,0.9674901770000001,3.4712307510000002,0.9177745970000001,0.769055745
S51,1.986982842,0.820245195,1.292026954,1.833948106,0.801825625,4.791157144,0.953059757,1.006266138,0.864768109,0.9500001490000001,1.083773995,1.571145386,1.480964863,19.52963751,1.2386415000000002,0.362056224,1.65929985,1.071810903,0.482567542,3.4279372219999997,0.845942002,0.7318108240000001,0.890980621,0.970708426,0.981845038,0.849010157
S54,1.1741160959999999,0.791105535,2.0057755569999998,3.3701848439999997,1.3529018309999998,0.903107498,0.9801406220000001,0.988393139,1.077839739,0.9815309790000001,1.131832755,1.114291497,1.2353611409999998,0.8318537909999999,1.13726044,0.998604233,0.938626126,0.923526592,0.93068187,0.9416894809999999,1.019553587,1.009731538,0.8614165090000001,0.993531286,0.9695392629999999,0.852442699
S91,1.5618067119999999,1.035027135,4.107112315,3.59437371,1.0167669240000001,1.110300777,0.963729409,1.006275942,1.12555086,0.9705559000000001,4.836480733999999,1.70760451,1.905176322,1.3169129929999999,2.34729837,1.736498801,0.9337048579999999,1.075390155,1.263062232,1.225371855,1.029505884,0.967436345,0.9081298870000001,0.9991347979999999,0.966055111,1.0133211359999998
S93,2.26400506,1.025051476,1.1957561970000001,1.294909154,1.0838385259999999,17.67260928,0.9584076859999999,0.98484242,1.111225428,0.974220419,1.201079385,1.58538004,2.1967259709999998,6.20615217,1.3282210190000001,1.404977028,0.954295894,1.267084017,1.195472551,1.88288448,0.892529307,1.190755803,0.939344891,0.993539614,0.9773536509999999,0.890535778
S94,1.318220033,0.999004893,1.5664195890000001,15.35178505,1.126037814,12.89904675,0.9674475240000001,1.600284623,1.135466541,0.954538239,7.134650432999999,1.74765641,3.01079908,20.42721036,7.65506759,9.728513156,0.99492098,2.119979752,15.74079117,5.6542586429999995,0.969757814,1.0506455909999999,0.892669507,1.0004059379999999,0.960620467,0.9432666829999999
S95,1.16976675,0.926380291,1.62714993,1.985663355,1.080838914,0.9764040940000001,0.9217040540000001,0.969467418,1.0994074759999999,0.936520375,3.180211921,1.275023941,1.32759952,0.95877661,1.379579423,0.9854048000000001,1.050661435,0.967328392,0.8256497290000001,1.138927877,1.006007804,1.079346801,0.886478277,0.9552969459999999,0.9914909909999999,0.790263507
S96,1.417932496,0.867563587,1.18314143,5.009968804,0.871635569,1.362673684,0.9633247659999999,0.96961625,0.814496931,0.924357575,1.0061721890000002,1.322144566,3.984216702,2.908991725,1.244602455,0.915093968,1.1607192640000001,1.111330705,1.12989311,1.2805180520000001,0.91598226,0.879825615,0.898987933,1.0485543929999999,0.962708593,1.093848984
